Curve,FPR,TPR,AUC
Positive_Class,0.9,0.96875,0.7378125
Positive_Class,0.9,0.984375,0.7378125
Positive_Class,0.92,0.984375,0.7378125
Positive_Class,0.92,1.0,0.7378125
Positive_Class,1.0,1.0,0.7378125
Macro_Average_OvR,0.0,0.180625,0.7378125
Macro_Average_OvR,0.015625,0.190625,0.7378125
Macro_Average_OvR,0.02,0.2296875,0.7378125
Macro_Average_OvR,0.03125,0.2596875,0.7378125
Macro_Average_OvR,0.04,0.2675,0.7378125
Macro_Average_OvR,0.06,0.2753125,0.7378125
Macro_Average_OvR,0.078125,0.2953125,0.7378125
Macro_Average_OvR,0.08,0.3109375,0.7378125
Macro_Average_OvR,0.1,0.31875,0.7378125
Macro_Average_OvR,0.109375,0.33875,0.7378125
Macro_Average_OvR,0.12,0.3465625,0.7378125
Macro_Average_OvR,0.125,0.3665625,0.7378125
Macro_Average_OvR,0.15625,0.38656250000000003,0.7378125
Macro_Average_OvR,0.16,0.40218750000000003,0.7378125
Macro_Average_OvR,0.18,0.41000000000000003,0.7378125
Macro_Average_OvR,0.1875,0.48,0.7378125
Macro_Average_OvR,0.2,0.495625,0.7378125
Macro_Average_OvR,0.203125,0.515625,0.7378125
Macro_Average_OvR,0.21875,0.535625,0.7378125
Macro_Average_OvR,0.234375,0.565625,0.7378125
Macro_Average_OvR,0.24,0.596875,0.7378125
Macro_Average_OvR,0.26,0.64375,0.7378125
Macro_Average_OvR,0.265625,0.6637500000000001,0.7378125
Macro_Average_OvR,0.28,0.6715625000000001,0.7378125
Macro_Average_OvR,0.28125,0.6815625000000001,0.7378125
Macro_Average_OvR,0.296875,0.7115625,0.7378125
Macro_Average_OvR,0.3125,0.7215625,0.7378125
Macro_Average_OvR,0.34,0.729375,0.7378125
Macro_Average_OvR,0.36,0.7371875,0.7378125
Macro_Average_OvR,0.4,0.7528125,0.7378125
Macro_Average_OvR,0.40625,0.7628125,0.7378125
Macro_Average_OvR,0.46,0.770625,0.7378125
Macro_Average_OvR,0.46875,0.790625,0.7378125
Macro_Average_OvR,0.5,0.8084374999999999,0.7378125
Macro_Average_OvR,0.515625,0.8184374999999999,0.7378125
Macro_Average_OvR,0.54,0.8262499999999999,0.7378125
Macro_Average_OvR,0.546875,0.84625,0.7378125
Macro_Average_OvR,0.5625,0.85625,0.7378125
Macro_Average_OvR,0.578125,0.86625,0.7378125
Macro_Average_OvR,0.609375,0.87625,0.7378125
Macro_Average_OvR,0.625,0.88625,0.7378125
Macro_Average_OvR,0.640625,0.89625,0.7378125
Macro_Average_OvR,0.68,0.911875,0.7378125
Macro_Average_OvR,0.71875,0.921875,0.7378125
Macro_Average_OvR,0.72,0.9375,0.7378125
Macro_Average_OvR,0.76,0.9453125,0.7378125
Macro_Average_OvR,0.8,0.9609375,0.7378125
Macro_Average_OvR,0.84,0.984375,0.7378125
Macro_Average_OvR,0.9,0.9921875,0.7378125
Macro_Average_OvR,0.92,1.0,0.7378125
Macro_Average_OvR,1.0,1.0,0.7378125
Micro_Average_OvR,0.0,0.0,0.731686672822407
Micro_Average_OvR,0.0,0.008771929824561403,0.731686672822407
Micro_Average_OvR,0.0,0.11403508771929824,0.731686672822407
Micro_Average_OvR,0.008771929824561403,0.11403508771929824,0.731686672822407
Micro_Average_OvR,0.008771929824561403,0.12280701754385964,0.731686672822407
Micro_Average_OvR,0.017543859649122806,0.12280701754385964,0.731686672822407
Micro_Average_OvR,0.017543859649122806,0.16666666666666666,0.731686672822407
Micro_Average_OvR,0.03508771929824561,0.16666666666666666,0.731686672822407
Micro_Average_OvR,0.03508771929824561,0.17543859649122806,0.731686672822407
Micro_Average_OvR,0.043859649122807015,0.17543859649122806,0.731686672822407
Micro_Average_OvR,0.043859649122807015,0.24561403508771928,0.731686672822407
Micro_Average_OvR,0.06140350877192982,0.24561403508771928,0.731686672822407
Micro_Average_OvR,0.06140350877192982,0.2543859649122807,0.731686672822407
Micro_Average_OvR,0.07017543859649122,0.2543859649122807,0.731686672822407
Micro_Average_OvR,0.07017543859649122,0.2894736842105263,0.731686672822407
Micro_Average_OvR,0.07894736842105263,0.2894736842105263,0.731686672822407
Micro_Average_OvR,0.07894736842105263,0.32456140350877194,0.731686672822407
Micro_Average_OvR,0.10526315789473684,0.32456140350877194,0.731686672822407
Micro_Average_OvR,0.10526315789473684,0.3333333333333333,0.731686672822407
Micro_Average_OvR,0.11403508771929824,0.3333333333333333,0.731686672822407
Micro_Average_OvR,0.11403508771929824,0.34210526315789475,0.731686672822407
Micro_Average_OvR,0.12280701754385964,0.34210526315789475,0.731686672822407
Micro_Average_OvR,0.12280701754385964,0.37719298245614036,0.731686672822407
Micro_Average_OvR,0.14035087719298245,0.37719298245614036,0.731686672822407
Micro_Average_OvR,0.14035087719298245,0.38596491228070173,0.731686672822407
Micro_Average_OvR,0.15789473684210525,0.38596491228070173,0.731686672822407
Micro_Average_OvR,0.15789473684210525,0.43859649122807015,0.731686672822407
Micro_Average_OvR,0.17543859649122806,0.43859649122807015,0.731686672822407
Micro_Average_OvR,0.17543859649122806,0.47368421052631576,0.731686672822407
Micro_Average_OvR,0.18421052631578946,0.47368421052631576,0.731686672822407
Micro_Average_OvR,0.18421052631578946,0.49122807017543857,0.731686672822407
Micro_Average_OvR,0.19298245614035087,0.49122807017543857,0.731686672822407
Micro_Average_OvR,0.19298245614035087,0.5087719298245614,0.731686672822407
Micro_Average_OvR,0.21052631578947367,0.5087719298245614,0.731686672822407
Micro_Average_OvR,0.21052631578947367,0.543859649122807,0.731686672822407
Micro_Average_OvR,0.23684210526315788,0.543859649122807,0.731686672822407
Micro_Average_OvR,0.23684210526315788,0.5789473684210527,0.731686672822407
Micro_Average_OvR,0.2543859649122807,0.5789473684210527,0.731686672822407
Micro_Average_OvR,0.2543859649122807,0.5877192982456141,0.731686672822407
Micro_Average_OvR,0.2631578947368421,0.5877192982456141,0.731686672822407
Micro_Average_OvR,0.2631578947368421,0.5964912280701754,0.731686672822407
Micro_Average_OvR,0.2719298245614035,0.5964912280701754,0.731686672822407
Micro_Average_OvR,0.2719298245614035,0.6491228070175439,0.731686672822407
Micro_Average_OvR,0.2894736842105263,0.6491228070175439,0.731686672822407
Micro_Average_OvR,0.2894736842105263,0.6578947368421053,0.731686672822407
Micro_Average_OvR,0.34210526315789475,0.6578947368421053,0.731686672822407
Micro_Average_OvR,0.34210526315789475,0.7105263157894737,0.731686672822407
Micro_Average_OvR,0.3508771929824561,0.7105263157894737,0.731686672822407
Micro_Average_OvR,0.3508771929824561,0.7280701754385965,0.731686672822407
Micro_Average_OvR,0.40350877192982454,0.7280701754385965,0.731686672822407
Micro_Average_OvR,0.40350877192982454,0.7368421052631579,0.731686672822407
Micro_Average_OvR,0.41228070175438597,0.7368421052631579,0.731686672822407
Micro_Average_OvR,0.41228070175438597,0.7456140350877193,0.731686672822407
Micro_Average_OvR,0.42105263157894735,0.7456140350877193,0.731686672822407
Micro_Average_OvR,0.42105263157894735,0.7631578947368421,0.731686672822407
Micro_Average_OvR,0.45614035087719296,0.7631578947368421,0.731686672822407
Micro_Average_OvR,0.45614035087719296,0.7894736842105263,0.731686672822407
Micro_Average_OvR,0.49122807017543857,0.7894736842105263,0.731686672822407
Micro_Average_OvR,0.49122807017543857,0.8070175438596491,0.731686672822407
Micro_Average_OvR,0.5087719298245614,0.8070175438596491,0.731686672822407
Micro_Average_OvR,0.5087719298245614,0.8157894736842105,0.731686672822407
Micro_Average_OvR,0.5263157894736842,0.8157894736842105,0.731686672822407
Micro_Average_OvR,0.5263157894736842,0.8245614035087719,0.731686672822407
Micro_Average_OvR,0.5614035087719298,0.8245614035087719,0.731686672822407
Micro_Average_OvR,0.5614035087719298,0.8421052631578947,0.731686672822407
Micro_Average_OvR,0.6140350877192983,0.8421052631578947,0.731686672822407
Micro_Average_OvR,0.6140350877192983,0.8596491228070176,0.731686672822407
Micro_Average_OvR,0.6228070175438597,0.8596491228070176,0.731686672822407
Micro_Average_OvR,0.6228070175438597,0.8771929824561403,0.731686672822407
Micro_Average_OvR,0.6578947368421053,0.8771929824561403,0.731686672822407
Micro_Average_OvR,0.6578947368421053,0.8859649122807017,0.731686672822407
Micro_Average_OvR,0.6666666666666666,0.8859649122807017,0.731686672822407
Micro_Average_OvR,0.6666666666666666,0.8947368421052632,0.731686672822407
Micro_Average_OvR,0.6754385964912281,0.8947368421052632,0.731686672822407
Micro_Average_OvR,0.6754385964912281,0.9210526315789473,0.731686672822407
Micro_Average_OvR,0.7105263157894737,0.9210526315789473,0.731686672822407
Micro_Average_OvR,0.7105263157894737,0.9298245614035088,0.731686672822407
Micro_Average_OvR,0.7456140350877193,0.9298245614035088,0.731686672822407
Micro_Average_OvR,0.7456140350877193,0.9385964912280702,0.731686672822407
Micro_Average_OvR,0.7543859649122807,0.9385964912280702,0.731686672822407
Micro_Average_OvR,0.7543859649122807,0.956140350877193,0.731686672822407
Micro_Average_OvR,0.8245614035087719,0.956140350877193,0.731686672822407
Micro_Average_OvR,0.8245614035087719,0.9649122807017544,0.731686672822407
Micro_Average_OvR,0.8333333333333334,0.9649122807017544,0.731686672822407
Micro_Average_OvR,0.8333333333333334,0.9824561403508771,0.731686672822407
Micro_Average_OvR,0.8771929824561403,0.9824561403508771,0.731686672822407
Micro_Average_OvR,0.8771929824561403,0.9912280701754386,0.731686672822407
Micro_Average_OvR,0.8859649122807017,0.9912280701754386,0.731686672822407
Micro_Average_OvR,0.8859649122807017,1.0,0.731686672822407
Micro_Average_OvR,1.0,1.0,0.731686672822407
