Feature,Median,MAD,Robust_Outlier_Count,Robust_Outlier_Rate
Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist,0.233051866,0.114373935,8,0.06837606837606838
GLCM_DifferenceVariance,9.65462416,6.525282540000001,8,0.06837606837606838
GLRLM_RunPercentage,0.889920424,0.03867729399999997,8,0.06837606837606838
GLSZM_NormalisedGreyLevelNonUniformity,0.048443091,0.011674131999999997,8,0.06837606837606838
Morph_Maximum3DDiameter_mm,13.21408324,3.8843946020000004,7,0.05982905982905983
Morph_SphereDiameter_mm,8.866755794,2.409120753999999,7,0.05982905982905983
IH_IntensityHistogramKurtosis_Intensity,0.314083204,0.903338969,7,0.05982905982905983
GLCM_JointVariance,26.79848057,18.047455602,7,0.05982905982905983
GLCM_SumEntropy,7.699663854,0.992175391,7,0.05982905982905983
GLRLM_ShortRunsEmphasis,0.906017971,0.03046206699999998,7,0.05982905982905983
NGTDM_Contrast,0.199172858,0.127495729,7,0.05982905982905983
GLSZM_LowGrayLevelZoneEmphasis,0.022403624,0.013065697000000001,7,0.05982905982905983
Morph_Compacity,16.03318822,1.09540578,6,0.05128205128205128
IB_IntensityVariance,5974.143684,3871.8133759999996,6,0.05128205128205128
IH_IntensityHistogramVariance_Intensity,31.82364221,20.562154999999997,6,0.05128205128205128
GLCM_Contrast,26.56363636,18.988013817000002,6,0.05128205128205128
GLRLM_GreyLevelVariance,32.33696145,20.928344069999994,6,0.05128205128205128
GLSZM_GreyLevelVariance,41.9814876,18.75814948,6,0.05128205128205128
Morph_Compactness1,0.035188858,0.002416728,5,0.042735042735042736
Morph_SphericalDisproportion,1.314808398,0.06010266800000008,5,0.042735042735042736
Morph_Sphericity,0.760567092,0.034436320000000076,5,0.042735042735042736
Morph_Asphericity,0.314808398,0.06010266799999997,5,0.042735042735042736
Morph_MaxIntensityCoor_RoiCentroidCoor_Dist_cm,4.227488702,1.5702299199999996,5,0.042735042735042736
Morph_CentreOfMassShift_mm,0.369898459,0.16471148500000002,5,0.042735042735042736
Morph_RadiusSphereNorm_CentroidCoor_WCentroidCoor_Dist,0.080453136,0.036960062999999994,5,0.042735042735042736
Morph_RadiusRoiNorm_CentroidCoor_WCentroidCoor_Dist,0.054656419,0.025324650999999997,5,0.042735042735042736
GLCM_SumVariance,81.13520346,58.78356434,5,0.042735042735042736
GLCM_ClusterTendency,81.13520346,58.78356434,5,0.042735042735042736
IB_IntensitySkewness,-0.163529493,0.37884173499999996,4,0.03418803418803419
IH_IntensityHistogramSkewness_Intensity,-0.142629327,0.38055458,4,0.03418803418803419
IH_IntensityHistogramQuartileCoefficientOfDispersion_Intensity,0.2,0.08235294100000001,4,0.03418803418803419
Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_3DSmallestDist,0.123560413,0.038016549999999996,3,0.02564102564102564
IB_IntensityBasedCoefficientOfVariation,0.365054669,0.11863600599999999,3,0.02564102564102564
IH_IntensityHistogramInterquartileRange_Intensity,6.0,3.0,3,0.02564102564102564
GLSZM_HighGrayLevelZoneEmphasis,301.381323,101.93632409999998,3,0.02564102564102564
Morph_Compactness2,0.439959391,0.05851314599999996,2,0.017094017094017096
Morph_RadiusSphereNorm_MaxIntensityCoor_RoiCentroidCoor_Dist,0.928047184,0.1713957880000001,2,0.017094017094017096
IB_IntensityBasedQuartileCoefficientOfDispersion,0.201030928,0.08894197199999998,2,0.017094017094017096
IH_IntensityHistogramCoefficientOfVariation_Intensity,0.349309857,0.113823278,2,0.017094017094017096
IH_RootMeanSquare_Intensity,0.01360556,0.006139477999999999,2,0.017094017094017096
GLCM_Autocorrelation,278.7417347,127.1849805,2,0.017094017094017096
NGTDM_Strength,6.159711063,4.622102382,2,0.017094017094017096
GLSZM_ZoneSizeEntropy,5.933433852,0.5923664149999999,2,0.017094017094017096
Morph_SurfaceToVolumeRatio_cm,9.154504369,2.4659984899999996,1,0.008547008547008548
Morph_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist_mm,1.58113883,0.874032049,1,0.008547008547008548
IB_25thIntensityPercentile,166.9378204,39.98048400000002,1,0.008547008547008548
IB_MaximumIntensity,424.0,85.12701420000002,1,0.008547008547008548
IB_IntensityInterquartileRange,86.03605652,45.25991058,1,0.008547008547008548
IH_IntensityHistogramMaximumGreyLevel_Intensity,31.0,6.0,1,0.008547008547008548
IH_IntensityHistogramMode_Intensity,16.0,5.0,1,0.008547008547008548
IH_IntensityHistogramEntropyLog10_Intensity,1.272953684,0.154387469,1,0.008547008547008548
IH_IntensityHistogramEntropyLog2_Intensity,4.228660606,0.5128640720000002,1,0.008547008547008548
IH_MaximumHistogramGradientGreyLevel_Intensity,14.0,5.0,1,0.008547008547008548
GLCM_JointEntropyLog2,7.798769373,0.9378417969999999,1,0.008547008547008548
GLCM_JointEntropyLog10,2.34766351,0.2823185130000003,1,0.008547008547008548
GLCM_InverseDifference,0.377232688,0.08116270800000003,1,0.008547008547008548
GLCM_InverseDifferenceMoment,0.297590139,0.08723233000000002,1,0.008547008547008548
GLCM_NormalisedInverseDifferenceMoment,0.973020465,0.011439038000000012,1,0.008547008547008548
GLRLM_HighGreyLevelRunEmphasis,285.433313,121.9303328,1,0.008547008547008548
GLRLM_ShortRunHighGreyLevelEmphasis,258.3788748,122.0024047,1,0.008547008547008548
GLRLM_LongRunHighGreyLevelEmphasis,456.254727,180.8360148,1,0.008547008547008548
GLRLM_RunEntropy,4.718312601,0.3695987599999997,1,0.008547008547008548
GLSZM_SmallZoneEmphasis,0.409092141,0.05728698600000004,1,0.008547008547008548
GLSZM_NormalisedZoneSizeNonUniformity,0.265306122,0.04111151299999999,1,0.008547008547008548
Morph_RadiusRoiNorm_MaxIntensityCoor_RoiCentroidCoor_Dist,0.628576159,0.11809755700000002,0,0.0
Morph_MaxIntensityCoor_PerimeterCoor_3DSmallestDist_mm,0.707106781,0.0,0,0.0
Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_3DSmallestDist,0.193000662,0.05647733099999999,0,0.0
Morph_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist_mm,0.707106781,0.0,0,0.0
IB_MeanIntensity,212.5888889,47.47823500000001,0,0.0
IB_MedianIntensity,217.0,57.0,0,0.0
IB_MinimumIntensity,0.0,0.0,0,0.0
IB_10thIntensityPercentile,104.0,46.43981552,0,0.0
IB_50thIntensityPercentile,217.0,57.0,0,0.0
IB_75thIntensityPercentile,262.0,67.01339720000001,0,0.0
IB_90thIntensityPercentile,305.1968689,69.80313109999997,0,0.0
IB_StandardDeviation,77.29258492,29.18344276,0,0.0
IB_IntensityRange,411.9942322,95.79348950000002,0,0.0
IB_IntensityBasedMeanAbsoluteDeviation,58.64486478,25.52743694,0,0.0
IB_IntensityBasedRobustMeanAbsoluteDeviation,38.85661631,19.293557990000004,0,0.0
IB_IntensityBasedMedianAbsoluteDeviation,57.84876342,25.209814299999998,0,0.0
IB_AreaUnderCurveCIVH,2898.488525,638.6370270000002,0,0.0
IB_RootMeanSquareIntensity,223.8996927,49.37639780000001,0,0.0
IH_IntensityHistogramMean_Intensity,16.06666667,3.4315526100000007,0,0.0
IH_IntensityHistogramMedian_Intensity,16.0,4.0,0,0.0
IH_IntensityHistogramMinimumGreyLevel_Intensity,1.0,0.0,0,0.0
IH_IntensityHistogram10thPercentile,8.0,3.0,0,0.0
IH_IntensityHistogram25thPercentile,13.0,3.0,0,0.0
IH_IntensityHistogram50thPercentile,16.0,4.0,0,0.0
IH_IntensityHistogram75thPercentile,20.0,5.0,0,0.0
IH_IntensityHistogram90thPercentile,23.0,5.0,0,0.0
IH_IntensityHistogramStd_Intensity,5.64124474,2.0968987620000004,0,0.0
IH_IntensityHistogramRange_Intensity,30.0,7.0,0,0.0
IH_IntensityHistogramMeanAbsoluteDeviation_Intensity,4.30073513,1.8610097219999995,0,0.0
IH_IntensityHistogramRobustMeanAbsoluteDeviation_Intensity,2.95539971,1.39225654,0,0.0
IH_IntensityHistogramMedianAbsoluteDeviation_Intensity,4.243902439,1.848100643,0,0.0
IH_AreaUnderCurveCIVH_Intensity,219.9125,46.969376400000016,0,0.0
IH_MinimumHistogramGradientGreyLevel_Intensity,17.0,6.0,0,0.0
GLCM_JointAverage,16.32716437,3.994985979999999,0,0.0
GLCM_DifferenceAverage,3.626105263,1.6711455960000001,0,0.0
GLCM_DifferenceEntropy,5.370407089,1.4540517300000002,0,0.0
GLCM_SumAverage,32.65432873,7.989971960000002,0,0.0
GLCM_Dissimilarity,3.626105263,1.6711455960000001,0,0.0
GLCM_NormalisedInverseDifference,0.897713908,0.021590426999999912,0,0.0
GLCM_InverseVariance,0.250615419,0.07779159000000002,0,0.0
GLCM_Correlation,0.51323182,0.070785753,0,0.0
NGTDM_Coarseness,0.018887597,0.013123356999999999,0,0.0
GLSZM_ZonePercentage,0.277467412,0.10411153499999998,0,0.0
